"","Hugo_Symbol","bladder","breast","cervix","colon","kidney","liver","lung","prostate","salivary","stomach","thyroid","uterus","max_easophagus","Min","Quantile.1","Median","Quantile.3","Max"
"478","RP11-81K2.1",1.19,0,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,1.19
"479","CES5A",0,0,0,0,0.74,104.42,0,0,1.6,0,0,0,0,0,0,0,0,104.42
"480","HIST1H3G",4.43,0,0,0,0,0,0,0,0,0,0,0,9.48,0,0,0,0,9.48
"481","LCE5A",0,0,0,0,0.56,0,0,0,4.24,0,0,0,2.46,0,0,0,0,4.24
"482","TREML4",0,0.04,0,0,0.21,0,3.99,0,0.16,0,0,0.04,0,0,0,0,0.04,3.99
"483","HIST1H3F",0,0,0,0,0,0,0,0,0,0,0,0,3.99,0,0,0,0,3.99
"484","RAET1L",0,3.56,2.66,0,7.88,0,0,1.74,295.11,0,0,0,961.07,0,0,0,3.56,961.07
"485","BPIFB4",0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0.39
"486","XAGE1A",0,0,0,0,0,0,9.93,0,0,0,0,0,0,0,0,0,0,9.93
"487","LBX1",0,0,0,0,0,0,1.22,0,0,0,0,0,0,0,0,0,0,1.22
"488","TLX1",0,0,0,0.82,0,6.21,0,0,24.28,2.06,0.22,0,0,0,0,0,0.82,24.28
"489","PRODH2",0,0,0,0,855.79,4736.79,0,0,0,1.595,0,0,0,0,0,0,0,4736.79
"490","MS4A12",0,0,0.72,785.88,0,0,0,0,0,0,1.49,0,0,0,0,0,0,785.88
"491","C8G",10.39,9.85,28.24,62.56,13.62,12415.75,13.72,11.255,13.52,63.225,26.86,15.055,30.56,9.85,13.52,15.055,30.56,12415.75
"492","SLC12A3",0.79,2.05,0.93,0.75,1813.935,0,2.12,2.945,1.16,3.61,0.89,0,2.23,0,0.79,1.16,2.23,1813.935
"493","CPN1",0,0,0,0,4.52,1340.84,0,0,0,0,0,0,0,0,0,0,0,1340.84
"494","ABCB11",1.1,2.14,0.79,3.96,0,329.84,0.46,0.32,1.25,0.38,0.33,0,1.13,0,0.33,0.79,1.25,329.84
"495","TFR2",15.11,8.32,9.41,11.91,3.075,18689.27,9.27,4.33,13.22,94.67,5.82,5.21,52.45,3.075,5.82,9.41,15.11,18689.27
"496","VNN1",9.48,24.11,5.15,16.03,129.72,2875.3,46.18,6.285,24.99,44.255,7.34,16.15,10.59,5.15,9.48,16.15,44.255,2875.3
"497","LYPD2",0,0,19.68,0,2.04,25.17,23.25,0,285.03,72.78,0,1.675,6207.38,0,0,2.04,25.17,6207.38
"498","CYP3A4",0.55,4.7,0.2,13.12,13.515,85876.94,0.68,0.915,5.36,28.245,0.75,0.835,7.63,0.2,0.75,4.7,13.12,85876.94
"499","SSX2B",0,0,0,0,0,0,0,0,0,0,22.43,0,0,0,0,0,0,22.43
"500","SPINK4",17.13,0,0,607.87,0,0,0,0,0,58.925,0,0,0,0,0,0,0,607.87
"501","EPS8L3",4.31,1.58,4.58,866.07,5.255,4.7,0.06,3.72,0.45,620.68,0,5.495,10.08,0,1.58,4.58,5.495,866.07
"502","TMEM213",0,29.7,0.55,0,2991.11,0,27.64,6.41,15.68,2.34,0,0.49,0.58,0,0,0.58,15.68,2991.11
"503","PAX2",0,1.08,18.29,0,1277.32,0.29,0,2.8,0,0,0.875,12.785,0,0,0,0.29,2.8,1277.32
"504","FFAR1",0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0.46
"505","RP11-321F6.1",0,0,0,0,0,2.01,4.7,0,0,0,0,0,0,0,0,0,0,4.7
"506","SLC6A4",6.62,4.28,1.93,5.32,12.595,1.11,974.5,2.915,13.72,12.36,4.08,2.235,40.93,1.11,2.915,5.32,12.595,974.5
"507","MS4A15",0,0,0,0,0,0,1498.22,0,0,0,0,0,0,0,0,0,0,1498.22
"508","MAT1A",3.89,8.32,11.47,3.14,30.45,32540.65,9.06,6.465,11.82,2.305,9.63,5.435,6.73,2.305,5.435,8.32,11.47,32540.65
"509","APOA4",0,0,0,0.47,0,1037.29,0,0,0.01,0,1.325,0,0.43,0,0,0,0.43,1037.29
"510","SPRR1A",303.44,4.54,7,4.28,5.025,3.35,12.18,6.165,6426.31,53.19,2.67,1.07,92680.9,1.07,4.28,6.165,53.19,92680.9
"511","AMBP",2.39,12.83,8,7.51,273.295,189257.69,20.86,5.87,3.17,29.27,11.91,9.53,10.31,2.39,7.51,10.31,20.86,189257.69
"512","CYP4F3",142.01,3.03,3.59,19.25,135.355,3639.7,13.72,9.965,43.32,76.445,1.32,1.645,612.11,1.32,3.59,19.25,135.355,3639.7
"513","PHGR1",24.63,39.5,2.58,12502.12,0.57,3.72,2.16,17.64,0.96,3081.82,3.335,1.195,35.76,0.57,2.16,3.72,35.76,12502.12
"514","TRIML2",0,0.31,1.93,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,1.93
"515","LGALS7",11.21,23.08,5.36,2.2,7.735,1.27,7.69,13.93,1183.45,16.21,13.52,4.355,5076.84,1.27,5.36,11.21,16.21,5076.84
"516","TCP10L2",0,0,0,0,0,2.81,0,0,0,0,0,0,0,0,0,0,0,2.81
"517","LCE1A",0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0.84
"518","HSD3B1",0,0,0,0,0,6.73,0,0,0,0,0,0,0,0,0,0,0,6.73
"519","OR3A2",0,2.14,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53
"520","HAND1",54.72,0.24,0,371.22,0,0,2.25,0,0,0,0,0,0.685,0,0,0,0.685,371.22
"521","STATH",0,0,0,0,0,0,0,0,1721.16,0,0,0,0,0,0,0,0,1721.16
"522","C14orf105",2.73,0,9.34,0,2217.265,503.95,0,0,0,0.575,0,6.36,0,0,0,0,6.36,2217.265
"523","GNG5P2",0,0,0,0,1.18,8.45,1.43,0,0,0,0,0,0,0,0,0,0,8.45
"524","DEFB119",0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62
"525","CLDN2",0.99,8.51,6.41,5.28,2401.885,1044.52,21.01,6.21,1.75,17.445,6.595,2.535,2.985,0.99,2.985,6.41,17.445,2401.885
"526","GAD2",0,0,0,0,0,0,0,0,0,0.355,0,0,0,0,0,0,0,0.355
"527","APOC4",0,1.45,3.35,0,0,23820.89,8.25,0.485,0.13,0,0.63,1.165,0,0,0,0.485,1.45,23820.89
"528","CFHR1",4.39,3.23,1.45,1.91,26.14,42054.3,2.58,1,2.61,2.1,1.63,1.18,2.15,1,1.63,2.15,3.23,42054.3
"529","C20orf62",0,0,0,0,0,1.93,0,0,0,0,0,0,0,0,0,0,0,1.93
"530","THRSP",2.53,1857.6,1.35,3.86,40.31,4671.57,1.41,5.3,18.29,4.445,34.63,3.675,4.1,1.35,3.675,4.445,34.63,4671.57
"531","SPRR4",0,0,0,0,0,0,0,0,0,0,0,0,20.11,0,0,0,0,20.11
"532","SLC36A2",0.84,1.83,0,0,251.775,0,0,0.66,4.62,0,0.065,0.185,0.6,0,0,0.185,0.84,251.775
"533","SPINK5",49.21,22.92,15.11,47.5,11.645,2.32,80.57,24.29,2609.3,82,28.655,5.845,17804.06,2.32,15.11,28.655,80.57,17804.06
"534","AKR1CL1",0,2.03,0,0,2.67,127.89,2.18,0,0.82,0,0,0,0,0,0,0,2.03,127.89
"535","DMRTC2",0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01
"536","C3orf72",0.45,0.44,450.94,0,0,0,0,1.115,0.35,0,0.45,164.425,3.08,0,0,0.44,1.115,450.94
"537","OTOG",0,0,0,0.15,0.515,0,0,0,0,0,0,0,0,0,0,0,0,0.515
"538","C19orf80",5.32,46.18,19.97,7.22,4.37,2319.15,5.59,5.89,1.77,6.645,6.595,23.17,22.51,1.77,5.59,6.645,22.51,2319.15
"539","ACTBL2",0,1.95,0,0,0,0,0,0,1.57,0,0.15,0,0,0,0,0,0,1.95
"540","RP11-212D19.4",0,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,1.21
"541","DNMT3L",0,0,0,0,48.35,176.29,0,0,0,0,0,0,0,0,0,0,0,176.29
"542","C2orf80",0,0,0,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36
"543","RHCG",25.17,21.78,7.28,10.08,2039.925,13.62,6.41,26.43,6426.31,23.085,2.26,0.885,53973.86,0.885,7.28,21.78,26.43,53973.86
"544","VSTM1",0,0,0,0,1.95,2.43,11.91,0,0,0,0,0,0,0,0,0,0,11.91
"545","C9",1.01,0.26,0.54,0.31,20.345,16843.62,0.72,0.12,0.01,0.62,1.03,0,1.75,0,0.26,0.62,1.03,16843.62
"546","TMPRSS11B",2.92,0.21,1.3,0.54,0.16,0.35,0,0.32,125.24,6.01,0.21,0.09,6652.97,0,0.21,0.35,2.92,6652.97
"547","HIST1H2BI",0,0.85,9.56,0,0,0,0.64,0,0,0,0,0,2.84,0,0,0,0.64,9.56
"548","CTSE",40.07,1.28,6.52,53.19,4.66,5.15,1870.53,10.2,0,6229.865,242.88,2.875,15.56,0,4.66,10.2,53.19,6229.865
"549","AFP",0,50.27,0,0,65.335,289.02,0,0,0,2.11,0,4.255,0,0,0,0,4.255,289.02
"550","PAX8",29.7,45.21,432.53,73.03,3742.41,21.01,103.69,41.665,52.08,73.03,25530.66,354.99,144.01,21.01,45.21,73.03,354.99,25530.66
"551","RP5-1052I5.2",0,0,0,0,0,18.43,0,0,0,0,0,0,0,0,0,0,0,18.43
"552","ADAD1",0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13
"553","HAL",7.4,3.66,11.55,5.23,2.935,1963.57,22.92,2.495,24.63,6.31,4.82,4.905,25.72,2.495,4.82,6.31,22.92,1963.57
"554","SPRR2D",7.88,1.69,2.92,1.81,2.305,1.31,9.27,0.93,2434.5,11.91,0.7,0.215,19348.38,0.215,1.31,2.305,9.27,19348.38
"555","KRT34",0,0,19.53,0,0,0,0,0,0,0,0,0,7.57,0,0,0,0,19.53
"556","MEP1A",0,0.36,0,323.03,0,0.19,1.41,0.63,0,11.775,0,0.23,1.06,0,0,0.23,1.06,323.03
"557","CALML5",4.9,163.28,0,2.71,0.58,1.91,2.94,3.89,4038.61,12.93,2.05,1.96,1030.12,0,1.96,2.94,12.93,4038.61
"558","C16orf11",0,0,0,0,203.365,0,0,0.285,0,0.23,0,0,1.08,0,0,0,0.23,203.365
"559","NR1I3",13.42,13.93,10.88,20.41,104.06,6037.61,10.71,11.295,14.45,19.39,8.99,13.88,20.26,8.99,11.295,13.93,20.26,6037.61
"560","CRYAA",0,0.56,0,0,725.71,896.64,0,0,0,0,0,0,0,0,0,0,0,896.64
"561","CLPSL1",0,10.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.16
"562","SLC22A2",0,0,0.61,2.34,4516.31,2.18,0,6.49,0,0,0,2.545,3.925,0,0,0.61,2.545,4516.31
"563","RP11-527L4.2",0,0,0,0,54.33,0,0,0,0,0,9.445,0,0,0,0,0,0,54.33
"564","SAA4",0,78.89,0,0,0.83,45386.27,3.26,3.56,20.11,0,0,0,3.14,0,0,0.83,3.56,45386.27
"565","AL353354.2",0,0,0,0,14.725,0,0,0,0,280.4,0,0,0,0,0,0,0,280.4
"566","PAH",2.07,8.32,1.89,1.91,1809.555,25530.66,0.58,11.465,1.43,3.185,14.35,1.97,2.14,0.58,1.91,2.14,11.465,25530.66
"567","FAM25B",0,0,0,0,0,0,0,0,0,0,0,0,39.22,0,0,0,0,39.22
"568","CTD-3214H19.4",0,0,0,0,0,0,3.08,0,0.65,0,0,0,0,0,0,0,0,3.08
"569","DAO",0,0,0,12.36,329.97,2335.28,4.54,0.65,0,0,0.7,0,0,0,0,0,4.54,2335.28
"570","UGT2A1",0,0,0,0,28.86,26.47,0,0,0,0,0,0,0,0,0,0,0,28.86
"571","CYP2A6",22.92,50.27,26.47,2.41,0.43,60723.88,16.03,9.095,3.99,2.295,1.65,13.42,3.47,0.43,2.41,9.095,22.92,60723.88
"572","DUSP9",11.91,6.46,3.2,0,1488.44,10.39,0.73,2.955,7.82,0.68,0,0.54,11.82,0,0.68,3.2,10.39,1488.44
"573","NXPH1",0,0.73,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0.73
"574","CPS1",21.01,96.01,10.16,15.8,52.82,23330.64,24.99,18.975,34.02,65.03,47.5,47.775,64.8,10.16,21.01,47.5,64.8,23330.64
"575","UGT1A8",31.45,0,0,0,0,7280.4,0,0,0,0,0,0,0,0,0,0,0,7280.4
"576","GBP6",6.46,5.82,5.11,0.73,0.97,1.48,5.68,3.56,684.02,9.78,4.315,1.365,5672.41,0.73,1.48,5.11,6.46,5672.41
"577","C14orf166B",0,1.83,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,1.83
"578","AMY1C",0,0,0,0,0,0,620.67,0,24.99,0,150.17,0,0,0,0,0,0,620.67
"579","FABP4",5913.33,102836.01,612.11,813.63,176.365,115.97,6381.92,49.215,547.75,559.495,2327.325,227.615,2054.12,49.215,227.615,612.11,2327.325,102836.01
"580","TTC36",3.99,74.58,3.59,6.57,58.92,5041.77,3.79,8.095,4.21,40.645,10,4.84,14.135,3.59,4.21,8.095,40.645,5041.77
"581","AC011298.1",0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61
"582","CYP8B1",1.73,3.89,2.05,1.51,112.815,8247.98,1.79,1.025,1.68,1.29,3.89,1.62,4.54,1.025,1.62,1.79,3.89,8247.98
"583","LECT2",0.4,0,0,0,1.66,6207.38,0,0.77,0,0,0,0,0,0,0,0,0.4,6207.38
"584","MMP20",0,1.38,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,1.38
"585","PRH2",0,2.43,2.36,0,0,8.99,0,0,295.11,0,2.62,2.825,0,0,0,0,2.62,295.11
"586","SERPINB2",80.01,13.03,2.97,1.66,0.985,1.95,13.72,2.71,928.3,9.095,1.95,0.94,2664.15,0.94,1.95,2.97,13.72,2664.15
"587","TAS2R38",0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
"588","OTC",3.26,2.43,8.78,51.71,0,4736.79,17.25,0,0,24.9,4.58,12.88,3.69,0,2.43,4.58,17.25,4736.79
"589","SERPINA9",0,0,0,0,0,1.93,0,0,0,0,0,0,0,0,0,0,0,1.93
"590","RAX",0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0.32
"591","DEFB4A",0,0,0,0,0,0,11.73,0,0,0,0,0,176.29,0,0,0,0,176.29
"592","AL353608.1",0,0,0,0,0,0,0,0,0,0,0.385,0,0,0,0,0,0,0.385
"593","RP11-613M10.8",0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,1.11
"594","CLEC1B",1.41,1.2,0.27,0.41,0.41,607.87,23.42,0.4,0.14,0.86,0.845,0.29,1.165,0.14,0.4,0.845,1.2,607.87
"595","GYPB",0,0,0,0,1.9,0,5.41,0,0,0,0,0,0,0,0,0,0,5.41
"596","TCL1B",0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.32
"597","TMPRSS11A",4.24,0.39,2.41,0.16,0.155,0,0,2.165,111.99,2.03,0.19,0,1073.91,0,0.155,0.39,2.41,1073.91
"598","CDX1",1.16,3.17,13.62,620.67,1.455,0.47,2.05,1.165,1.07,14.35,1.59,5.61,1.16,0.47,1.16,1.59,5.61,620.67
"599","PAEP",0,0,0,0,0,0,3.14,0,0,0,0,0,0,0,0,0,0,3.14
"600","CD5L",0.73,0.27,0.69,0,0.09,529.06,29.7,0,0.36,0.46,0,0.07,0.32,0,0.07,0.32,0.69,529.06
"601","HGFAC",2.2,2.07,33.06,3.44,6.235,5913.33,2.63,4.78,1.16,2.86,3.515,8.515,23.845,1.16,2.63,3.515,8.515,5913.33
"602","SLCO1B3",0,0,6.78,0.82,0,2502.97,0.36,1.005,5.77,0.39,0.74,0.095,1.77,0,0.095,0.74,1.77,2502.97
"603","SLC39A5",2.68,3.79,4.39,507.46,1143.545,8840.04,3.99,4.37,1.03,56.68,8.71,8.745,16.03,1.03,3.99,8.71,56.68,8840.04
"604","FGA",0.61,2.76,10.63,2.34,22.835,365622.68,138.1,1.2,1.04,71.53,0.79,2.39,18.16,0.61,1.2,2.76,22.835,365622.68
"605","SFTPA2",6.94,7.34,1.79,26.28,2.035,1.41,614902.29,174.46,17,6.675,3.84,2.62,8.45,1.41,2.62,6.94,17,614902.29
"606","LIPF",1.58,2.56,5.06,4.24,2.505,1.93,0.35,2.045,1.33,37511.35,6.135,2.84,178.77,0.35,1.93,2.56,5.06,37511.35
"607","PAGE5",0,0,0,0,0,21.63,0,0,0,0,0,0,0,0,0,0,0,21.63
"608","C14orf23",0,0,0,0,0,0,0,0,0,0,0,0,8.885,0,0,0,0,8.885
"609","DIO1",1.28,14.14,3.99,2.94,391.61,3303,8.65,5.235,6.67,3.565,4639.405,4.6,5.54,1.28,3.99,5.54,14.14,4639.405
"610","SPRR2F",3.14,3.11,3.72,0,0,0,0,0,163.28,10.75,0,1.64,759.08,0,0,1.64,3.72,759.08
"611","SLC38A4",24.63,13.72,3.06,31.45,84.395,7130.55,7.75,20.115,20.56,6.625,7.46,26.86,27.84,3.06,7.75,20.56,27.84,7130.55
"612","MUC21",10.39,0.39,2.32,0.85,0.285,0.96,56.28,2.045,674.59,23.335,1.35,0,20593.91,0,0.85,2.045,23.335,20593.91
"613","UGT2A3",0.41,0,0,111.21,738.455,353.59,0,0,0,12.135,0,0,0,0,0,0,12.135,738.455
"614","IAPP",0,0,0,0,0,9.34,0,0,0,0,0,0,0,0,0,0,0,9.34
"615","RBP2",0,0,0,19.68,107.815,0,206.94,0,0,0,0,1.82,0,0,0,0,1.82,206.94
"616","PADI1",25.91,0.74,8.06,3.96,2.78,1.06,0.36,2.73,109.66,2.795,0.52,0.68,2434.5,0.36,0.74,2.78,8.06,2434.5
"617","AHSG",0.2,0.13,1.23,0.56,3.475,123144.13,0.22,0.41,0.88,0.66,0.16,0.545,3.2,0.13,0.22,0.56,1.23,123144.13
"618","VTN",29.27,12.18,8.92,10.47,34.89,113315.62,51.35,19.97,3.44,30.575,16.03,40.355,38.4,3.44,12.18,29.27,38.4,113315.62
"619","ABCC2",9.13,11.64,4.54,7.11,84.035,1378.57,5.77,3.645,4.74,14.35,5.96,5.565,15.225,3.645,5.565,7.11,14.35,1378.57
"620","KCNJ16",0.16,66.65,0.77,2.76,5167.125,19.39,12.64,3.705,10.24,90.77,3280.18,3.35,9.815,0.16,3.35,10.24,66.65,5167.125
"621","CRNN",4.24,0.64,2.71,2.46,0.665,1.28,1.46,1.48,1487.87,17.64,1.97,0.145,59887.86,0.145,1.28,1.97,4.24,59887.86
"622","CEACAM7",28.04,3.17,6.16,2417.67,2.595,1.38,2.25,1.94,115.16,23.505,0.39,0.545,723.08,0.39,1.94,3.17,28.04,2417.67
"623","RP11-293I14.2",0,0,0,0,0,0,0,0,3.14,0,0,0,8.32,0,0,0,0,8.32
"624","CYP4A11",1.01,5.77,0.78,0.72,2114.03,29327.18,3.17,1.04,1,4.135,2.1,1.225,2.85,0.72,1.01,2.1,4.135,29327.18
"625","APOC3",1.03,0.89,0.32,5.23,44.85,772940.66,2.84,1.3,1.27,94.01,2.48,2.545,9.2,0.32,1.27,2.545,9.2,772940.66
"626","RFPL4AL1",0,0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,1.81
"627","ADH1A",13.93,34.02,1.51,17.9,5.585,39785.74,16.75,2.34,2.63,8.72,2.645,8.315,14.35,1.51,2.645,8.72,16.75,39785.74
"628","TPTE",0,0,0,0,0,0,0,0,0,1.105,0,0,0,0,0,0,0,1.105
"629","IL36RN",0,0.15,0,0.19,0,0,0.16,0.16,59.55,0,0.92,0,376.41,0,0,0.15,0.19,376.41
"630","IL1RN",1073.91,104.42,27.64,56.28,40.015,1936.53,514.56,73.8,3146.52,1070.195,65.26,20.115,34635.37,20.115,56.28,104.42,1073.91,34635.37
"631","SCGB2A2",0.21,20310.37,18.97,1.64,3.275,1.41,0.64,0.85,13.83,1.67,1.135,6.975,4.98,0.21,1.135,1.67,6.975,20310.37
"632","CREB3L3",0.26,0.23,0.41,18.16,15.745,6337.83,1.22,0.315,0.33,32.71,0,0.54,1.23,0,0.315,0.54,15.745,6337.83
"633","PROC",6.06,4.98,8.13,31.22,273.615,16045.82,11.55,11.385,10.71,44.89,10.2,11.265,13.52,4.98,10.2,11.385,31.22,16045.82
"634","MS4A3",0,0,0,0,0,0.89,4.62,0,0,0,0.005,0,0,0,0,0,0,4.62
"635","TMPRSS11D",6.11,0.75,5.59,0.31,0.09,0.27,0,2.34,343.89,3.11,0.6,0,2520.38,0,0.27,0.75,5.59,2520.38
"636","CFHR2",0,0,0,0,0,20310.37,0,0,0,0,0,0,0,0,0,0,0,20310.37
"637","SLC34A2",1.45,575.03,40.07,1.07,594.855,21.16,36106.23,31.94,128.79,10.235,377.725,69.28,11.3,1.07,11.3,40.07,377.725,36106.23
"638","CHRND",0,0.04,0,0,0.18,0,0.02,0,5.41,0.165,0.21,0,0,0,0,0,0.165,5.41
"639","NKX2-2",0,0,0,3.29,0,0,0,0,0,11.595,0,0,0,0,0,0,0,11.595
"640","APCS",0.24,0.06,1.01,0,4.59,67846.12,0,0.42,0,0,0,0.68,1.11,0,0,0.24,1.01,67846.12
"641","SLC3A1",1.28,4.78,10.24,74.58,8280.645,214.27,3.92,14.945,1.5,30.365,5.63,7.44,11.595,1.28,4.78,10.24,30.365,8280.645
"642","FAM215A",0,1.87,0,0,13.52,0,0,0,0,0,3.1,0,0,0,0,0,0,13.52
